entidad_id,nombre_extraido,nombre_real,ciudad,email_extraido,email_real,codigo_despacho,numero_despacho,jurisdiccion,distrito,circuito,juez,direccion,telefono,area,total_registros
3511,JUZGADO QUINTO DE FAMILIA DEL CIRCUITO DE IBAGUÉ,,IBAGUÉ,J05FCTOIBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3512,JUZGADO TREINTA Y UNO LABORAL DEL CIRCUITO,,,JLATO31@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3513,JUZGADO PROMISCUO MUNICIPAL DE ENTRERRIOS ANTIOQUIA,JUZGADO 001 PROMISCUO MUNICIPAL DE ENTRERRÍOS,ENTRERRÍOS,JPRMUNICIPALENRIOS@CENDOJ.RAMAJUDICIAL.GOV.CO,,052644089001,,ORDINARIA,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,MONICA ALEJANDRA OSPINA SALAZAR,CALLE 12#13-08,4-8670356,JUDICIAL,9
3514,JUZGADO DIECINUEVE LABORAL DEL CIRCUITO DE MEDELLÍN,,MEDELLÍN,J19LABMED@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3515,JUZGADO SEGUNDO LABORAL DEL CIRCUITO DE POPAYÁN,,POPAYÁN,J02LAPAYAN@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3518,JUZGADO DÉCIMO ADMINISTRATIVO DEL CIRCUITO DE CARTAGENA,,CARTAGENA DE INDIAS,ADMIN10CGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3519,JUZGADO TERCERO LABORAL,,,BARANDALAB03VCIO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3520,JUZGADO SEGUNDO LABORAL DEL CIRCUITO DE APARTADÓ,,APARTADÓ,J021ABCTOAPARTADO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3521,JUZGADO CIVIL CIRCUITO FUNZA CUNDINAMARCA,,FUNZA,JO1CCTOFUNZA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3522,"JUZGADO PROMISCUO MUNICIPAL  NORCASIA , CALDAS",,NORCASIA,J01PRMPALNORCA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3523,JUZGADO SESENTA Y TRES CIVIL MUNICIPAL,,,CMPL63BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3524,JUZGADO PRIMERO PROMISCUO MUNICIPAL SAN LUIS TOLIMA,,SAN LUIS,J01PRMPALSANLUIS@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3525,JUZGADO SEGUNDO 2º MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BOGOTÁ D.C.,,BOGOTÁ D.C.,J02LPCBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3526,JUZGADO 022 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,,BARRANQUILLA,VENTANILLAJ06ECMBQUILLA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,022,,,,,,,,9
3527,"JUZGADO PROMISCUO MUNICIPAL PUERTO TRIUNFO , ANTIOQUIA",JUZGADO 001 PROMISCUO MUNICIPAL DE PUERTO TRIUNFO,PUERTO TRIUNFO,JPRMUNICIPALPTRIUN@CENDOJ.RAMAJUDICIAL.GOV.CO,,055914089001,,ORDINARIA,ANTIOQUIA,EL SANTUARIO,CATALINA YASSIN NOREÑA,CALLE 14#11-36 - PI 1,8352067,JUDICIAL,9
3528,JUZGADO SESENTA 60 ADMINISTRATIVO DEL CIRCUITO,,,CORRESCANBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,60,,,,,,,,9
3529,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DE PITALITO,JUZGADO 001 CIVIL DEL CIRCUITO DE PITALITO,PITALITO,J02CCTOPIT@CENDOJ.RAMAJUDICIAL.GOV.CO,,415513103001,,ORDINARIA,NEIVA,PITALITO,CARLOS JULIAN TOVAR  VARGAS,CARRERA 4#13-62 - OFICINA 302,88360385-,JUDICIAL,9
3530,JUZGADO PROMISCUO MUNICIPAL DE VIANÍ,JUZGADO 001 PROMISCUO MUNICIPAL DE VIANÍ,VIANÍ,JPRMPALVIANI@CENDOJ.RAMAJUDICIAL.GOV.CO,,258674089001,,ORDINARIA,CUNDINAMARCA,FACATATIVÁ,YAMID ALBERTO QUINTERO  RINCON,CARRERA 5#3-24 - CASA DEL CAFÉ MUNICIPIO DE VIANI PI 2,N/A-3114978230,JUDICIAL,9
3532,JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD DE MEDELLÍN,JUZGADO 001 CIVIL MUNICIPAL DE MEDELLÍN,MEDELLÍN,CMPL15MED@CENDOJ.RAMAJUDICIAL.GOV.CO,,050014003001,,ORDINARIA,MEDELLÍN,MEDELLÍN,VICTOR DANIEL MUÑOZ  LONDOÑO,CARRERA 52#42-73 - PISO 11 OFICINA 1100 EDIFICIO JOSÉ FÉLIX DE RESTREPO,4-2328525 ext 2301,JUDICIAL,9
3533,JUZGADO CIRCUITO CIVIL ACACIAS - META,,ACACÍAS,J01CCTOACACIAS@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3535,JUZGADO PRIMERO CIVIL DEL CIRCUITO  ISTMINA- CHOCO,,ISTMINA,J01CCTOISTMINA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3536,JUZGADO TREINTA Y NUEVE LABORAL DEL CIRCUITO DE BOGOTA,,BOGOTÁ D.C.,JLATO39@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3538,JUZGADO CUARENTA Y SIETE CIVIL MUNICIPAL,,,CMPL47BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3539,JUZGADO SEXTO DE FAMILIA DEL CIRCUITO DE MANIZALES CALDAS,,MANIZALES,FCTO06MA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3540,JUZGADO DE CIRCUITO LABORAL 002,JUZGADO 002 LABORAL DEL CIRCUITO DE AGUACHICA,AGUACHICA,J02LCTOBMEJA@CENDOJ.RAMAJUDICIAL.GOV.CO,,200113105002,002,ORDINARIA,VALLEDUPAR,AGUACHICA,JUAN ALEJANDRO OLAVE JIMENEZ,CALLE 5A#11-44,5-,JUDICIAL,9
3542,JUZGADO PROMISCUO MUNICIPAL DE TUTA,JUZGADO 001 PROMISCUO MUNICIPAL DE TUTA,TUTA,J01PRMPALTUTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,158374089001,,ORDINARIA,TUNJA,TUNJA,YOLANDA CECILIA LANCHEROS  PALACIOS,CALLE 5#6-41 - CENTRO TUTA,N/A-,JUDICIAL,9
3543,"JUZGADO PRIMERO CIVIL MUNICIPAL DE SAN ANDRÉS , ISLA .",JUZGADO 001 CIVIL MUNICIPAL DE ARCH. DE SAN ANDRÉS,SAN ANDRÉS,J01CMPALAISLAS@CENDOJ.RAMAJUDICIAL.GOV.CO,,880014003001,,ORDINARIA,SAN ANDRÉS,SAN ANDRÉS,BLANCA LUZ GALLARDO CANCHILA,AVENIDA LIBERTADORES 2A 106,8-3102382510,JUDICIAL,9
3544,"JUZGADO PROMISCUO MUNICIPAL MUTATA , ANTIOQUIA",,MUTATÁ,J01PRMPALMUTATA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3545,JUZGADO PROMISCUO MUNICIPAL TOLEDO N DE S,JUZGADO 001 PROMISCUO MUNICIPAL DE TOLEDO,TOLEDO,SECJ01PRMTOLEDO@CENDOJ.RAMAJUDICIAL.GOV.CO,,058194089001,,ORDINARIA,ANTIOQUIA,SANTA ROSA DE OSOS,MARIANO JOSE GUERRA DIAZ,CALLE 10#9-9,4-,JUDICIAL,9
3546,JUZGADO OCTAVO 8 CIVIL DEL CIRCUITO DE BOGOTÁ,,BOGOTÁ D.C.,CCTO08BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,8,,,,,,,,9
3547,JUZGADO SESENTA Y CINCO CIVIL MUNICIPAL TRANSFORMADO TRASITORIAMENTE EN JUZGADO 47 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,,BOGOTÁ D.C.,CMPL65BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,47,,,,,,,,9
3548,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE YOPAL CASANARE,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE YOPAL,YOPAL,J01MPQCLYOPAL@CENDOJ.RAMAJUDICIAL.GOV.CO,,850014105001,,ORDINARIA,YOPAL,YOPAL,LAURA DANIELA  ZORRO PEÑA,CARRERA 14#13-60,7-3123494422,JUDICIAL,9
3549,JUZGADO QUINTO DE EJECUCION,,IBAGUÉ,OFEJCMBUC@CENDOJ.RAMAJUDICIAL.GOV,,,,,,,,,,,9
3550,JUZGADO PRIMERO PROMISCUO DE FAMILIA DE PAMPLONA,,PAMPLONA,J01PRFCTOPAM@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3551,JUZGADO CUARENTA Y SIETE 47 CIVIL DEL CIRCUITO DE BOGOTÁ,,BOGOTÁ D.C.,J47CCTOBT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,47,,,,,,,,9
3554,JUZGADO DE FAMILIA DEL CIRCUITO,JUZGADO 036 DE FAMILIA DEL CIRCUITO DE BOGOTÁ,BOGOTÁ,JFCALARCA@CENDOJ.RAMAJUDICIAL.GOV.CO,,110013110036,,ORDINARIA,BOGOTÁ,BOGOTÁ,CARLOS MARIO MALAVER SANDOVAL,AVENIDA CARRERA 7#12C-23,1-,JUDICIAL,9
3555,JUZGADO 69 DE PEQUEÑAS CAUSAS Y COMPETENCIA,,MEDELLÍN,J69PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,69,,,,,,,,9
3556,JUZGADO TERCERO ADMINISTRATIVO DEL CIRCUITO DE CARTAGENA,,CARTAGENA DE INDIAS,ADMIN03CGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3557,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE SUAITA SANTANDER,JUZGADO 001 PROMISCUO MUNICIPAL DE SUAITA,SUAITA,J01PRMPALSUAITA@CENDOJ.RAMAJUDICIAL.GOV.CO,,687704089001,,ORDINARIA,SAN GIL,SOCORRO,GIL DAVID DIAZ MATEUS,CALLE 5#8-32 - PI 2,7-,JUDICIAL,9
3558,JUZGADO PRIMERO PROMISCUO MUNICIPAL  JAMUNDI - VALLE,,JAMUNDÍ,,,,,,,,,,,,9
3559,JUZGADO 4º CIVIL DEL CIRCUITO NEIVA HUILA,,NEIVA,CCTO04NEI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3561,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES MONTERIA CORDOBA,,MONTERÍA,J03CMPCCMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3562,JUZGADO CUARENTA Y SEIS DE PEQUEÑAS CAUSAS Y,,,CMPL64BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3563,JUZGADO PROMISCUO MUNICIPAL SAN JUANITO - META,JUZGADO 001 PROMISCUO MUNICIPAL DE SAN JUANITO,SAN JUANITO,J01PRMPALSANJUANITO@CENDOJ.RAMAJUDICIAL.GOV.CO,,506864089001,,ORDINARIA,VILLAVICENCIO,VILLAVICENCIO,CARLOS FRANCISCO DIAZ  JIMENEZ,CARRERA 3#6-26,n.a-,JUDICIAL,9
3564,JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE CARTAGENA,,CARTAGENA DE INDIAS,ADMIN04CGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3565,JUZGADO SEGUNDO CIVIL DEL CIRCUITO GARZÓN - HUILA,,GARZÓN,J02CCTOGARZON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3567,JUZGADO SÉPTIMO ADMINISTRATIVO DEL CIRCUITO DE CÚCUTA,,CÚCUTA,ADM07CUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3569,"JUZGADO CUARENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ , D.C.",JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,BOGOTÁ D.C.,CMPL67BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,110014189001,,ORDINARIA,BOGOTÁ,BOGOTÁ,GABRIELA  MORA  CONTRERAS,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,JUDICIAL,9
3571,JUZGADO PROMISCUO MUNICIPAL DE PUERTO FRIUNFO ANTIOQUIA 2 B 4 B 211,,,J02PRMPALPBERRIO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,2,,,,,,,,9
3572,CONSEJO SUPERIOR DE LA JUDICATURA CENTRO DE SERVICIOS JUDICIALES TUQUERRES- NARIÑO,,TÚQUERRES,CSERJUDTUQUERRES@CENDOJ.RAMAJUDICIAL.COM.CO,,,,,,,,,,,9
3573,JUZGADO SEGUNDO DE FAMILIA PEREIRA RISARALDA,,PEREIRA,FCTO02PER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3574,"JUZGADO PROMISCUO MUNICIPAL SAN PEDRO DE LOS MILAGROS , ANTIOQUIA",JUZGADO 001 PROMISCUO MUNICIPAL DE SAN PEDRO DE LOS MILAGROS,SAN PEDRO DE LOS MILAGROS,JPRMUNICIPALSPLAGROS@CENDOJ.RAMAJUDICIAL.GOV.CO,,056644089001,,ORDINARIA,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,YEISON SAMUEL VALENCIA ZAPATA,CARRERA 51#49-27,8687500,JUDICIAL,9
3575,JUZGADO SESENTA Y CINCO CIVIL MUNICIPAL BOGOTA,,BOGOTÁ D.C.,CMPL65BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3576,JUZGADO SEGUNDO PROMISCUO DE FAMILIA DEL CIRCUITO ESPINAL - TOLIMA,JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE ESPINAL,EL ESPINAL,J02PRFCTOESPINAL@CENDOJ.RAMAJUDICIAL.GOV.CO,,732683184001,,ORDINARIA,IBAGUÉ,ESPINAL,BERLAI GRACIA  ANGARITA,CARRERA 6 #10-36 - PALACIO DE JUSTICIA,2480220-,JUDICIAL,9
3577,JUZGADO SEGUNDO DE FAMILIA NEIVA HUILA,,NEIVA,FAM02NEI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3578,JUZGADO SEGUNDO LABORAL DEL CIRCUITO PEREIRA RISARALDA,,PEREIRA,ICTO02PER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3579,JUZGADO PROMISCUO MUNICIPAL EL ROBLE - SUCRE,JUZGADO 001 PROMISCUO MUNICIPAL DE EL ROBLE,EL ROBLE,JPRMPALELROBLE@CENDOJ.RAMAJUDICIAL.GOV.CO,,702334089001,,ORDINARIA,SINCELEJO,SINCELEJO,AUDITH DEL SOCORRO PEREZ MARTINEZ,CARRERA 6#10-70,5-,JUDICIAL,9
3580,JUZGADO PRIMERO PROMISCUO DE FAMILIA PALMIRA VALLE,,PALMIRA,J01FCPAL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3581,JUZGADO PROMISCUO MUNICIPAL TANGUA NARIÑO,,TANGUA,J01PRMPALTANGUA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3582,JUZGADO SEGUNDO LABORAL DEL CIRCUITO VALLEDUPAR CESAR,,VALLEDUPAR,J02LCVPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3583,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE CORREGIMIENTO DE SAN ANTONIO DE PRADO - MEDELLIN,,SAN ANTONIO,J03CMPCCMED@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3584,JUZGADO PROMISCUO MUNICIPAL DE PUEBLOVIEJO,,ABEJORRAL,JPRMPUEBLOVIEJO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3585,JUZGADO PRIMERO CIVIL DEL CIRCUITO MELGAR TOLIMA,,MELGAR,J01CCTOMELGAR@CENDOJRAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3586,JUZGADO CUARTO CIVIL DEL CIRCUITO DE SINCELEJO,JUZGADO 001 CIVIL DEL CIRCUITO DE SINCELEJO,SINCELEJO,CCTO04SINC@CENDOJ.RAMAJUDICIAL.GOV.CO,,700013103001,,ORDINARIA,SINCELEJO,SINCELEJO,KARINE STELLA BELTRAN AGAMEZ,CALLE 22 # 16-40,5-,JUDICIAL,9
3587,JUZGADO VEINTISIETE LABORAL DEL CIRCUITO,,AGUACHICA,JLATO27@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3588,JUZGADO TRECE CIVIL DEL CIRCUITO DE BOGOTÁ,JUZGADO 001 CIVIL DEL CIRCUITO DE BOGOTÁ,BOGOTÁ D.C.,CCTO13BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,110013103001,,ORDINARIA,BOGOTÁ,BOGOTÁ,NESTOR  LEON  CAMELO,CARRERA 10#14-33 - PISO 15,1-2820244,JUDICIAL,9
3589,JUZGADO PRIMERO CIVIL DEL CIRCUITO DE SINCELEJO - SUCRE,JUZGADO 001 CIVIL DEL CIRCUITO DE SINCELEJO,SINCELEJO,CCTO01SINC@CENDOJ.RAMAJUDICIAL.GOV.CO,,700013103001,,ORDINARIA,SINCELEJO,SINCELEJO,KARINE STELLA BELTRAN AGAMEZ,CALLE 22 # 16-40,5-,JUDICIAL,9
3591,JUZGADO 011 PCCM DE BARRANQUILLA,JUZGADO 011 LABORAL  DE BARRANQUILLA,BARRANQUILLA,VENTANILLAJ05ECMBQUILLA@CENDOJ.RAMAJUDICIAL.GOV.CO,,080013105011,011,ORDINARIA,BARRANQUILLA,BARRANQUILLA,JAIME ANTONIO BETIN DOMINGUEZ,"CARRERA 44 # 38 - 26 - EDIFICIO TELECOM, PISO 4",5-3885005 Ext. 2028,JUDICIAL,9
3592,JUZGADO SEGUNDO PROMISCUO MUNICIPAL TEBAIDA QUINDIO,,LA TEBAIDA,J02PRMPALTEBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3593,JUZGADO DE FAMILIA ORAL DEL CIRCUITO DE RIOHACHA LA GUAJIRA,,RIOHACHA,J01PCTOFRIOHA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3594,JUZGADO PROMISCUO MUNICIPAL DE RECETOR,JUZGADO 001 PROMISCUO MUNICIPAL DE RECETOR,RECETOR,J01PRMPALRECETOR@CENDOJ.RAMAJUDICIAL.GOV.CO,,852794089001,,ORDINARIA,YOPAL,YOPAL,MAYRA ALEJANDRA CASTRO BECERRA,CALLE 2#2-1,8-,JUDICIAL,9
3595,JUZGADO SETENTA Y UNO CIVIL MUNICIPAL DE BOGOTÁ D.C,,BOGOTÁ D.C.,CMPL71BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3596,JUZGADO SEGUNDO PROMISCUO MUNICIPAL ANDES ANTIOQUIA,,ANDES,J02PRMUNICIPALANDES@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3598,JUZGADO PROMISCUO MUNICIPAL SAN ANTONIO DEL TEQUENDAMA CUNDINAMARCA,JUZGADO 001 PROMISCUO MUNICIPAL DE SAN ANTONIO DEL TEQUENDAMA,SAN ANTONIO DEL TEQUENDAMA,JPRMPALSATEQUENDAMA@CENDOJ.RAMAJUDICIAL.GOV.CO,,256454089001,,ORDINARIA,CUNDINAMARCA,LA MESA,OSCAR ANDRES MENJURA CUERVO,CARRERA 4 # 4 - 14 -  PISO 2.,-8450003,JUDICIAL,9
3599,JUZGADO PRIMERO DE FAMILIA CÚCUTA,JUZGADO 001 DE FAMILIA  DE CÚCUTA,CÚCUTA,J01FCTOCUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,540013110001,,ORDINARIA,CÚCUTA,CÚCUTA,JUAN INDALECIO CELIS RINCON,AVENIDA 2 ESTE#7A-11 - BLOQUE C PISO 1 OFICINA 106C,0057-5753153,JUDICIAL,9
3600,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE FUNDACION MAGDALENA,JUZGADO 001 PROMISCUO MUNICIPAL DE FUNDACIÓN,FUNDACIÓN,J02PMPALFUNDACION@CENDOJ.RAMAJUDICIAL.GOV.CO,,472884089001,,ORDINARIA,SANTA MARTA,FUNDACIÓN,JUAN JOSE RUEDA  PINEDA,CARRERA 10#5B-50,N/A-3222342954,JUDICIAL,9
3601,JUZGADO UNICO PROMISCUO MUNICIPAL RISARALDA,,RISARALDA,J01PRMPALRISARA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3602,JUZGADO PROMISCUO MUNICIPAL CALDAS,JUZGADO 001 PROMISCUO MUNICIPAL DE CALDAS,CALDAS,J01PRMPALVITERBO@CENDOJ.RAMAJUDICIAL.GOV.CO,,051294089001,,ORDINARIA,MEDELLÍN,CALDAS,LUZ AMANDA FERREIRA CASTRO,CALLE 131S#51-71 - PISO 3 ED. APARTAMENTOS SAN RAFAEL,N/A-6042783995,JUDICIAL,9
3604,JUZGADO VEINTITRÉS CIVIL MUNICIPAL DE ORALIDAD MEDELLÍN,JUZGADO 001 CIVIL MUNICIPAL DE MEDELLÍN,MEDELLÍN,CMPL23MED@CENDOJ.RAMAJUDICIAL.GOV.CO,,050014003001,,ORDINARIA,MEDELLÍN,MEDELLÍN,VICTOR DANIEL MUÑOZ  LONDOÑO,CARRERA 52#42-73 - PISO 11 OFICINA 1100 EDIFICIO JOSÉ FÉLIX DE RESTREPO,4-2328525 ext 2301,JUDICIAL,9
3605,JUZGADO 36 FAMILIA BOGOTÁ BOGOTÁ D C,,BOGOTÁ D.C.,NOTIFICACIONESJ36FLIA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,36,,,,,,,,9
3606,JUZGADO PRIMERO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE CARTAGO VALLE DEL CAUCA,,CARTAGO,J01ADTIVOCARTAGO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3607,JUZGADO PRIMERO PROMISCUO MUNICIPAL PUERTO BERRÍO - ANTIOQUIA,,PUERTO BERRÍO,J01PRMUNICIPALPBERRIO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3608,"JUZGADO LABORAL DEL CIRCUITO DE SAN ANDRÉS , ISLA",,SAN ANDRÉS,JLCTOSAISLAS@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3609,JUZGADO PROMISCUO MUNICIPAL CUMARIBO VICHADA,,CUMARIBO,J01PRMCUMARIBO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3610,JUZGADO TREINTA Y CINCO ( 35 ) ADMINISTRATIVO DEL CIRCUITO JUDICIAL DE BOGOTÁ,,BOGOTÁ D.C.,CORRESCANBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,35,,,,,,,,9
3611,JUZGADO TREINTA Y DOS DE FAMILIA,,,FLIA32BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3612,CONSEJO SUPERIOR DE LA JUDICATURA DIRECCIÓN SECCIONAL DE MONTERIA,,MONTERÍA,COBCOAMONT@CENDOJ.RAMAJUDICAL.GOV.CO,,,,,,,,,,,9
3613,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE VILLA DE LEYVA,JUZGADO 001 PROMISCUO MUNICIPAL DE VILLA DE LEYVA,VILLA DE LEYVA,J01PRMPALVILLADELEYVA@CENDOJ.RAMAJUDICIAL.GOV.CO,,154074089001,,ORDINARIA,TUNJA,TUNJA,JULIO ANDRES GONZALEZ  HOFMANN,TRANSVERSAL 10#9-59,87321125,JUDICIAL,9
3614,JUZGADO CIVIL DOSQUEBRADAS,,DOSQUEBRADAS,J01CCTODOSQ@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3615,JUZGADO OCTAVO DE FAMILIA DEL CIRCUITO DE CARTAGENA,,CARTAGENA DE INDIAS,J08FCTOCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,9
3616,JUZGADO CINCUENTA Y CUATRO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ D.C.,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,BOGOTÁ D.C.,J54PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,110014189001,,ORDINARIA,BOGOTÁ,BOGOTÁ,GABRIELA  MORA  CONTRERAS,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,JUDICIAL,9
3619,JUZGADO QUINTO CIVIL MUNICIPAL DE ORALIDAD TRANSFORMADO A JUZGADO SEGUNDO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,,,J02PRPCTUN@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,8
3629,JUZGADO PROMISCUO MUNICIPAL DE SILOS,JUZGADO 001 PROMISCUO MUNICIPAL DE SILOS,SILOS,JPRMSILOS@CENDOJ.RAMAJUDICIAL.GOV.CO,,547434089001,,ORDINARIA,PAMPLONA,PAMPLONA,OTILIA FLÓREZ  BAUTISTA,CARRERA 4#2-71 - BARRIO SANTO DOMINGO,N/A-,JUDICIAL,8
3630,JUZGADO SEGUNDO CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES,JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES DE ANDES,ANDES,J02CCTOPAM@CENDOJ.RAMAJUDICIAL.GOV.CO,,050343112001,,ORDINARIA,ANTIOQUIA,ANDES,OLGA LUCIA MORENO BEDOYA,CARRERA 51#48-52 - EDIFICIO SAN BERNARDO ANDES ANTIOQUIA,4-NR,JUDICIAL,8
3631,JUZGADO SEGUNDO DE PEQUEÑAS,,,J02PQCCMPAS@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,8
3632,"JUZGADO TERCERO CIVIL MUNICIPAL PALACIO DE JUSTICIA , PISO 2",,,JCIVMF13@CENDOJ.RAMAJUDICIAL.GOV.CO,,,2,,,,,,,,8
3633,OFICINA DE APOYO PARA LOS JUZGADOS MUNICIPALES DE EJECUCIÓN DE SENTENCIAS,,,RADICACIONJ20EJECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,8
3634,JUZGADO SEGUNDO PROMISCUO MUNICIPAL CON FUNCIONES DE GARANTÍAS DE TURBAC,,,J02PRMTURBACO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,8
