entidad_id,nombre_extraido,nombre_real,ciudad,email_extraido,email_real,nit,cod_institucion,orden,sector,naturaleza_juridica,tipo_institucion,direccion,telefono,pagina_web,estado,representante,cargo_representante,total_registros
4578,HOSPITAL SAN VICENTE DE PAUL DE PUEBLORRICO,HOSPITAL  SAN VICENTE DE PAUL  -PUEBLORRICO,PUEBLORRICO,ESEHOSPITALPUEBLORICO@COBROCOACTIVO.COM.CO,,890981532,3290,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,CALLE 32 MORALES # 26A - 38,8498080,http://www.hospitalpueblorrico.gov.co,ACTIVA,,,4
4580,MUNICIPIO DE FLANDES,,FLANDES,CONTACTENOS@FLANDES-TOLIMA.GOV.CO,,,,,,,,,,,,,,4
4598,ALCALDIA MUNICIPAL DE LERIDA TOLIMA,ALCALDIA DE LERIDA,LÉRIDA,SECRETARIADEHACIENDA@LERIDA-TOLIMA.GOV.CO,,890702034,420,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 8 # 3-19 LERIDA - TOLIMA,2890777,http://www.lerida-tolima.gov.co,ACTIVA,LUIS CARLOS AMEZQUITA CARDENAS,,4
4602,SUPERSERVICIOS SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,,SSPD@SUPERSERVICIOS.GOV.CO,SSPD@SUPERSERVICIOS.GOV.CO,800250984,33,NACIONAL,PLANEACIÓN,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,ADSCRITAS,CARRERA 18 # 84 35,6913005,www.superservicios.gov.co,ACTIVA,LIBARDO YANOD MARQUEZ ALDANA,SUPERINTENDENTE,4
4604,ALACALDIA MUNICIPAL DE PALMIRA,CONTRALORIA MUNICIPAL DE PALMIRA,PALMIRA,J01PCCMPALMIRA@CENDOJ.RAMAJUDICIAL.GOV.CO,,800183276,2689,TERRITORIAL,NO APLICA,CONTRALORÍA MUNICIPAL,NO APLICA,CARRERA 30 NO 30-17,2879950,www.contraloriapalmira.gov.co,ACTIVA,LINA MARCELA VASQUEZ VARGAS,,4
4609,ALCALDIA MUNICIPAL DE TONA,ALCALDIA DE TONA,TONA,CONTACTO@TONA-SANTANDER.GOV.CO,,890205581,1201,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 7 NO. 3-11,6277521,http://www.tona-santander.gov.co,ACTIVA,JESUS SANTIAGO GUTIERREZ LEAL,,4
4613,MUNICIPIO DE CÁQUEZA ALCALDÍA MUNICIPAL,ALCALDIA DE CAQUEZA,CÁQUEZA,ALCALDIA@CAQUEZA-CUNDINAMARCA.GOV.CO,,899999462,338,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 2 NO. 4 - 30,8480027,http://www.caqueza-cundinamarca.gov.co,ACTIVA,JAIME HERNANDO CARRILLO VELASQUEZ,,4
4628,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE GIRARDOT,,GIRARDOT,ATENCION@GIRARDOT-CUNDINAMARCA.GOV.CO,,,,,,,,,,,,,,4
4630,"INSTITUTO DE EDUCACIÓN TÉCNICA PROFESIONAL DE ROLDANILLO , VALLE - INTEP",INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO,ROLDANILLO,RECTORIA@INTEP.EDU.CO,,891902811,8377,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,NO APLICA,CARRERA 7 NO. 10-20 BARRIO SAN NICOLÁS,2298586,http://www.intep.edu.co,ACTIVA,GERMAN COLONIA ALCALDE,,4
4644,ALCALDÍA MUNICIPAL DE CAJICÁ,ALCALDIA DE CAJICA,CAJICÁ,DIRRENTASYCOACTIVA@CAJICA.GOV.CO,,899999465,175,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 2 NO. 4 - 07,8795356,http://www.cajica-cundinamarca.gov.co,ACTIVA,FABIOLA JACOME RINCON,,4
4647,ACALDIA PAZ DE ARIPORO CASANARE,,PAZ DE ARIPORO,TESORERIA@PAZDEARIPORO-CASANARE.GOV.CO,,,,,,,,,,,,,,4
4653,ALCALIA DE MOSQUERA,,MOSQUERA,COBROCOACTIVOHACIENDA@MOSQUERA-CUNDINAMARCA.GOV.CO,,,,,,,,,,,,,,4
4655,ALCALDÍA DE AMALFI,ALCALDIA DE AMALFI,AMALFI,ALCALDIA@AMALFI-ANTIOQUIA.GOV.CO,,890981518,78,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 19 SANTANDER # 21-57,8301805,www.amalfi-antioquia.gov.co,ACTIVA,WILMAR ALONSO VELEZ LONDOÑO,,4
4656,ALCALDÍA MUNICIPAL NEIRA,,NEIRA,CONTACTENOS@NEIRA-CALDAS.GOV.CO,,,,,,,,,,,,,,4
4661,MUNICIPIO DE SAN VICENTE DE CHUCURÍ,PERSONERIA DE SAN VICENTE DE CHUCURI,SAN VICENTE DE CHUCURÍ,CONTACTENOS@SANVICENTEDECHUCURI-SANTANDER.GOV.CO,,800099829,5942,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,PALACIO MUNICIPAL,6254160,http://www.sanvicentedechucuri-santander.gov.co,ACTIVA,,,4
4666,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE SAMPUÉS,,SAMPUÉS,,,,,,,,,,,,,,,4
4673,HAROLD AMIR VALENCIA ESPINOSA,,VALENCIA,J12CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,4
4684,ALCALDÍA MUNICIPAL DE SAN VICENTE DE CHUCURÍ,ALCALDIA DE SAN VICENTE DE CHUCURI - SANTANDER,SAN VICENTE DE CHUCURÍ,HACIENDA@SANVICENTEDECHUCURI-SANTANDER.GOV.CO,,800099829,1077,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 11 NO 10-07,6255189,http://www.sanvicentedechucuri-santander.gov.co,ACTIVA,OSCAR MAURICIO SANMIGUEL RODRIGUEZ,,4
4688,SERVICIO NACIONAL DE APRENDIZAJE SENA DE BOGOTA D.C,,BOGOTÁ D.C.,CFONSECAG@SENA.EDU.CO,,,,,,,,,,,,,,4
4691,MUNICIPIO DE VILLA DEL ROSARIO,CONCEJO DE VILLA DEL ROSARIO,VILLA DEL ROSARIO,DATRANS@DATRANSVILLADELROSARIO.GOV.CO,,890503373,2607,TERRITORIAL,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,CALLE 5 N º  6 -50 BARRIO EL CENTRO,5700337,http://www.villadelrosario-nortedesantander.gov.co,ACTIVA,,,4
4695,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA - CAM DE NEIVA,CORPORACION  AUTONOMA REGIONAL DEL ALTO MAGDALENA - CAM,NEIVA,CAMHUILA@CAM.GOV.CO,,800255580,884,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CARRERA 1 N 60  79,8664454,http://www.cam.gov.co,ACTIVA,CAMILO AUGUSTO AGUDELO PERDOMO,,4
4700,ALCALDÍA DE EL SANTUARIO,ALCALDIA DE EL SANTUARIO,EL SANTUARIO,,,890983813,1111,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 50 NO 49-71,5460080,http://www.elsantuario-antioquia.gov.co,ACTIVA,MARTIN ALBERTO DUQUE GALLO,,4
4709,SECRETARIA DE TRANSITO Y TRANSPORTE DE GALAPA,,GALAPA,CONTACTENOS@GALAPA-ATLANTICO.GOV.CO,,,,,,,,,,,,,,4
4711,"CORPORACIÓN AUTÓNOMA REGIONAL DE LAS CUENCAS DE LOS RÍOS NEGRO Y NARE "" CORNARE "" - ANTIOQUIA",CORPORACION AUTONOMA REGIONAL DE LAS CUENCAS DE LOS RIOS NEGRO Y NARE,,CLIENTE@CORNARE.GOV.CO,,890985138,369,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CARRERA 59   44  48 SECTOR AUTOPISTA MEDELLÍN - BOGOTÁ KM 54,5461616,http://www.cornare.gov.co,ACTIVA,,,4
4730,ALCALDÍA MUNICIPIO DE TIBASOSA - BOYACÁ,ALCALDIA DE TIBASOSA,TIBASOSA,SECHACIENDA@TIBASOSA-BOYACA.GOV.CO,,891855361,1185,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 10 NO 3 - 25 PALACIO MUNICIPAL,7793009,http://www.tibasosa-boyaca.gov.co,ACTIVA,EDUARDO  SALCEDO VELOSA,,4
4731,DIAN MINISTERIO DE HACIENDA Y CREDITO,MINISTERIO DE HACIENDA Y CREDITO PUBLICO,,ATENCIONCLIENTE@MINHACIENDA.GOV.CO,ATENCIONCLIENTE@MINHACIENDA.GOV.CO,899999090,4,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,CABEZA,CARRERA 8 N 6 C 38,3811700,http://www.minhacienda.gov.co,ACTIVA,GERMAN AVILA PLAZAS,MINISTRO,3
4732,SECRETARIA DE HACIENDA Y FINANZAS DEPARTAMENTAL,,,RENTASEJECUCIONESFISCALES@GOBCESAR.GOV.CO,,,,,,,,,,,,,,3
4735,NO ENONTRADO,,,J01PRMMORALESCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,3
4736,PALACIO DE JUSTICIA TORRE A OFICINA 512,,,J08CMPER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,3
4737,ALCA,,,,,,,,,,,,,,,,,3
4738,AGUATERRITORIO DE VIDA,,,INFO@LASCEIBAS.GOV.CO,,,,,,,,,,,,,,3
4739,FONPRECON,,,,,,,,,,,,,,,,,3
4740,UNIVERSIDAD SURCOLOMBIANA VICERRECTORÍA ADMINISTRATIVA,,,RECUPERACION.CARTERA@USCO.EDU.CO,,,,,,,,,,,,,,3
4741,CNSC,,,NOTIFICACIONESJUDICIALES@CNSC.GOV.CO,,,,,,,,,,,,,,3
4742,FINANZAUTO,,,,,,,,,,,,,,,,,3
4743,CASUR,,,RADICACION@CASUR.GOV.CO,,,,,,,,,,,,,,3
4744,ADRES  ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,,,,901037916,8176,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESPECIAL,ADSCRITAS,AVENIDA CALLE 26 # 69 - 76 TORRE 1 PISO 17,4322760,https://www.adres.gov.co,ACTIVA,FELIX LEÓN MARTÍNEZ MARTÍN,,3
4745,SILVA & CIA ABOGADOS,,,SILVAABOGADOSBOGOTA@SILVAABOGADOS.COM,,,,,,,,,,,,,,3
4746,CENTRO DE CONCILIACIÓN JUSTICIA ALTERNATIVA,,,CENTRO.JUSTICIALTERNATIVA@GMAIL.COM,,,,,,,,,,,,,,3
4747,PROCESO GESTIÓN DOCUMENTAL COMUNICACIÓN OFICIAL,,,CONTACTENOS@INDEV-YOPAL.GOV.CO,,,,,,,,,,,,,,3
4748,CENTRO DE CONCILIACION FUNDAFAS,,,FUNDAFAS@YAHOO.COM,,,,,,,,,,,,,,3
4749,INPEC,,,,,,,,,,,,,,,,,3
4750,LEGAL & BUSINESS CONSULTING,,,NOTIFICACIONES@LEGALBC.COM,,,,,,,,,,,,,,3
4751,MINISTARIO DEL TRABAJAO,,,COBROCOACTIVO@MINTRABAJO.GOV.CO,,,,,,,,,,,,,,3
4752,DECEVAL,,,,,,,,,,,,,,,,,3
4753,EPA EMPRESAS PUCES DE REMEN LA EMPRESA DE TODOS,,,CARTERA@EPA.GOV.CO,,,,,,,,,,,,,,3
4754,DEFENSA CIVIL COLOMBIANA,DEFENSA CIVIL COLOMBIANA,,NOTIFICACIONESJUDICIALES@DEFENSACIVIL.GOV.CO,,899999717,273,NACIONAL,DEFENSA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 52 N 14  67,3199000,http://www.defensacivil.gov.co,ACTIVA,MIGUEL ERNESTO PEREZ GUARNIZO,,3
4755,IBAL,,,VENTANILLA.UNICA@IBAL.GOV.CO,,,,,,,,,,,,,,3
4756,PROCURADURIA GENERAL DE LA NACION,PROCURADURIA GENERAL DE LA NACION,,APSANCHEZ@PROCURADURIA.GOV.CO,,899999119,878,NACIONAL,NO APLICA,PROCURADURÍA GENERAL DE LA NACIÓN,NO APLICA,CARRERA 5 N 15  80,5878750,http://www.procuraduria.gov.co,ACTIVA,,,3
4757,FINDETER BANCA DE DESARROLLO TERRITORIAL,,,NOTIFICACIONESJUDICIALES@FINDETER.GOV.CO,,,,,,,,,,,,,,3
4758,OFICINA DE TESORERÍA SECCIÓN COBRO PERSUASIVO Y COACTIVO MULTAS POR INFRACCIÓN A LAS NORMAS DE TRÁNSITO Y TRANSPORTE SISTEMATIZACIÓN Y FACTURACIÓN DE TRANSITO,,,,,,,,,,,,,,,,,3
4759,JOAN SEBASTIÁN MÁRQUEZ ROJAS,,,,,,,,,,,,,,,,,3
4760,QUIROGA ABOGADOS,,,,,,,,,,,,,,,,,3
4761,DISTIRA EMPRESARIAL S.A.S.,,,DISTIRAEMPRESARIALSAS@GMAIL.COM,,,,,,,,,,,,,,3
4762,GRUPO GER,,,NOTIFICACIONES@GRUPOGERSAS.COM.CO,,,,,,,,,,,,,,3
4763,INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,INSTITUTO DE DEPORTE Y RECREACION - ABREGO,,NOTIFICACIONES.JUDICIALES@IDRD.GOV.CO,,807004478,8396,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,NO APLICA,CALLE 14 CON CARRERA 5,5642072,http://www.abrego-nortedesantander.gov.co,ACTIVA,,,3
4764,UNIDAD DE GESTIÓN PENSIONAL Y PARAFISCALES,,,0,,,,,,,,,,,,,,3
4765,MUNICIPO DE NEVA,,,,,,,,,,,,,,,,,3
4766,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PÚBLICOS,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,,NOTIFICACIONESJUDICIALES@UAESP.GOV.CO,,900126860,6218,TERRITORIAL,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,CALLE 52 N °  13 - 64 PISO 6,3580400,http://www.uaesp.gov.co,ACTIVA,,,3
4767,DESARROLLO INSTITUTO PARA LA ECONOMIA SOCIAL IPES,,,SJURIDICAC@IPES.GOV.CO,,,,,,,,,,,,,,3
4768,FONPRECON  FONDO DE PREVISIÓN SOCIAL DEL CONGRESO DE LA REPÚBLICA,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,,NOTIFICACIONCOBROCOACTIVO@FONPRECON.GOV.CO,DIRECCION@FONPRECON.GOV.CO,899999734,376,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 10 N 24  55 PISOS 2 Y 3,3415566,https://www.fonprecon.gov.co,ACTIVA,"RAMIREZ RIVERA, FRANCISCO ALVARO","GERENTE, PRESIDENTE O DIRECTOR GENERAL O NACIONAL DE ENTIDAD DESCENTRALIZADA Ó D",3
4769,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE,,,,,8181,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,,,NO DISPONIBLE,ACTIVA,,,3
4770,INSTITUTO DISTRITAL DE GESTIÓN DEL RIESGO Y CAMBIO CLIMÁTICO – - IDIGER,INSTITUTO DISTRITAL DE GESTION DE RIESGOS Y CAMBIO CLIMATICO,,NOTIFICACIONESJUDICIALES@IDIGER.GOV.CO,,800154275,4300,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,DIAGONAL 47 N º  77 B - 09 INT 7,4297414,http://www.fopae.gov.co,ACTIVA,,,3
4771,INTRACIENAGA,,,JURIDICA@INTRACIENAGA-MAGDALENA.GOV.CO,,,,,,,,,,,,,,3
4772,FONDO NACIONAL DEL AHORRO,FONDO NACIONAL DE AHORRO,,CONTACTENOS@FNA.GOV.CO,WEBMASTER@FNA.GOV.CO,899999284,281,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,SOCIEDAD DE ECONOMÍA MIXTA,VINCULADAS,CARRERA 65 N 11  83,3077070,http://www.fna.gov.co,ACTIVA,LAURA MILENA ROA ZEIDAN,PRESIDENTE FONDO NACIONAL DEL AHORRO,3
4773,RENGIFO ABOGADOS,,,J30CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,3
4774,ECRETARÍA DE MOVILIDAD,,,NOTIFMANIZALESTRANSITOCOBCOACTIVO@INFOTIC.GOV.CO,,,,,,,,,,,,,,3
4775,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA -UPME,UNIDAD DE PLANEACION MINERO ENERGETICA,,NOTIFICACIONES.ADMINISTRATIVAS@UPME.GOV.CO,,830000282,880,NACIONAL,MINAS Y ENERGIA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,CALLE 26 N °  69 D  91  PISO 9,2220601,http://www.upme.gov.co,ACTIVA,CARLOS ADRIAN CORREA FLOREZ,,3
4776,HOSPITAL  FEDERICO LLERAS ACOSTA,HOSPITAL FEDERICO LLERAS ACOSTA IBAGUE,,NOTIFICACIÓN.JURIDICA@HFILLERAS.GOV.CO,,890706833,3389,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,"CALLE 33 # 4A-50
SEDE UNIDAD DE SALUD LA FRANCIA",2739806,http://www.hflleras.gov.co,ACTIVA,,,3
4777,ALCALDIA DE ST,,,,,,,,,,,,,,,,,3
4778,ALCALDÍA DE BARRA,,,ATENCIONALCIUDADANO@BARRANQUILLA.GOV.CO,,,,,,,,,,,,,,3
4779,ALCALDIA DE IBA,,,TESORERIA@IBAGUE.GOV.CO,,,,,,,,,,,,,,3
4799,SECRETARIA DE GOBIERNO Y MOVILIDAD,,,SUBTRANSITO@SANTAROSADECABAL-RISARALDA.GOV.CO,,,,,,,,,,,,,,3
4800,SECRETARIA DE MOVILIDAD VILLLAVICENCIO,SECRETARIA DISTRITAL DE MOVILIDAD,,MOVILIDAD@VILLAVICENCIO.GOV.CO,,899999061,6124,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,AV CALLE 13 NO. 37-35,3649400,http://www.movilidadbogota.gov.co,ACTIVA,,,3
4801,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE TURBAC,,,COACTIVOTURBACO@TRANSITOTURBACO.GOV.CO,,,,,,,,,,,,,,3
4827,DIRECCION DE TRANSITO Y TRANSPORTE DE BUCARMANGA,DIRECCION DE TRANSITO Y TRANSPORTE - FLORIDABLANCA,,,,800115171,2740,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 9 NO 8-14,6187939,https://transitofloridablanca.gov.co,ACTIVA,FERLEY GUILLERMO GONZALEZ ORTIZ,,3
4834,MUNICIPIO GESTION,,,,,,,,,,,,,,,,,3
4837,LA E.S.E. CAMU PUEBLO NUEVO,,PUEBLO NUEVO,CARTERA@ESECAMU-PUEBLONUEVO-CORDOBA.GOV.CO,,,,,,,,,,,,,,3
4841,MINISTERIO DEL TRABAJO GRUPO,MINISTERIO DEL TRABAJO,,,,8301152263,8007,NACIONAL,TRABAJO,MINISTERIO,NO APLICA,"CARRERA 7 - 31 10 EDIFICIO WORKTECH CENTER II P. H. – WTC PISOS 5, 8, 9, 10, 12, 17, 18, 19, 20, 21, 22, 23, 24 Y25",5185830,https://www.mintrabajo.gov.co/atencion-al-ciudadano/transparencia/datos-abiertos,ACTIVA,ANTONIO ERESMID SANGUINO PAEZ,MINISTRO,3
4842,MINISTERIO DEL TRABAJO OFICINA,MINISTERIO DEL TRABAJO,,COBROCOACTIVO@MINTRABAJO.GOV.CO,,8301152263,8007,NACIONAL,TRABAJO,MINISTERIO,NO APLICA,"CARRERA 7 - 31 10 EDIFICIO WORKTECH CENTER II P. H. – WTC PISOS 5, 8, 9, 10, 12, 17, 18, 19, 20, 21, 22, 23, 24 Y25",5185830,https://www.mintrabajo.gov.co/atencion-al-ciudadano/transparencia/datos-abiertos,ACTIVA,ANTONIO ERESMID SANGUINO PAEZ,MINISTRO,3
4846,HOSPITAL LOCAL SAN BENITO ABAD E.S.E,HOSPITAL LOCAL SAN BENITO ABAD - SUCRE,SAN BENITO ABAD,GERENTE@HOSPITALOCALSANBENITOABAD.GOV.CO,,823002356,3472,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,CALLE 13 Nº 7A-42,2930158,NO DISPONIBLE,ACTIVA,,,3
4853,MUNICIPIO DE SAN CARLOS DE GUAROA - META,,SAN CARLOS DE GUAROA,ALCALDIA@SANCARLOSDEGUAROA-META.GOV.CO,,,,,,,,,,,,,,3
4861,SECRETARIA DE HACIENDA MUNICIPAL DE LA JAGUA DE IBIRICO - CESAR,,LA JAGUA DE IBIRICO,ALCALDÍA@LAJAGUADEIBIRICO-CESAR.GOV.CO,,,,,,,,,,,,,,3
4876,UNIDAD AMINISTRATIVA ESPECIAL DE SERVICIOS PÚBLICOS - UAESP,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,,,,900126860,6218,TERRITORIAL,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,CALLE 52 N °  13 - 64 PISO 6,3580400,http://www.uaesp.gov.co,ACTIVA,,,3
4879,MINISTERIO DE MINAS,MINISTERIO DE MINAS Y ENERGIA,,LINEAETICA@MINENERGIA.GOV.CO,MENERGIA@MINMINAS.GOV.CO,899999022,9,NACIONAL,MINAS Y ENERGIA,MINISTERIO,CABEZA,CALLE 43 N 57  31 CAN  HORARIO DE ATENCION DE 7:00AM A 4:00PM,2200300,https://www.minenergia.gov.co,ACTIVA,EDWIN PALMA EGEA,MINISTRO,3
4891,MUNICIPIO DE CARTAGO,,CARTAGO,UNIDADCOBROCOACTIVO@CARTAGOVALLE.GOV.CO,,,,,,,,,,,,,,3
4902,ALCALDÍA DE MALAMBO,ALCALDIA DE MALAMBO,MALAMBO,TRANSITO@MALAMBO-ATLANTICO.GOV.CO,,890114335,744,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 11 CARRERA 15 ESQUINA,3767471,http://www.malambo-atlantico.gov.co,ACTIVA,YENIS OROZCO BONETT,,3
4904,INSTITUTO MUNICIPAL DE TRASPORTE Y TRANSITO DE CERETÉ,INSTITUTO MUNICIPAL DE TRANSPORTE Y TRANSITO DE CERETE,CERETÉ,,,900185593,4731,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CEREABASTOS BLOQUE A - PISO 1,7641537,NO DISPONIBLE,ACTIVA,,,3
4909,ALCALDÍA MUNICIPAL DE MOÑITOS,ALCALDIA DE MOÑITOS,MOÑITOS,TESORERIAMUNICIPAL@MONITOS-CORDOBA.GOV.CO,,800065474,785,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,- CALLE 22B NO.4-12 PALACIO MUNICIPAL,7606006,https://www.monitos-cordoba.gov.co/,ACTIVA,JOSE FELIX MARTINEZ BRAVO,,3
4910,SECRETARIA DE TRANSITO Y TRANSPORTE DE VELEZ,,VÉLEZ,VENTANILLAUNICA@VELEZ-SANTANDER.GOV.CO,,,,,,,,,,,,,,3
4914,ALCALDIA DE COVEÑAS,ALCALDIA DE COVEÑAS,COVEÑAS,HACIENDA@COVENAS-SUCRE.GOV.CO,,823003543,295,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 3B NO.4-16 URBANIZACIÓN ALICANTE,2880528,http://www.alcadiadecovenas.gov.co,ACTIVA,NETSKY FERIA MORENO,,3
4923,ALCALDIA DEL CESAR,,,ALCALDÍA@LAJAGUADEIBIRICO-CESAR.GOV.CO,,,,,,,,,,,,,,3
4928,MINISTERIO DE AMBIENTE DESARROLLO SOSTENIBLE,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,,CARDER@CARDER.GOV.CO,CORRESPONDENCIA@MINAMBIENTE.GOV.CO,830115395,8003,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO,CABEZA,CALLE 37 - 8 40,3323821,http://www.minambiente.gov.co,ACTIVA,LENA YANINA ESTRADA ASITO,MINISTRO,3
4929,MUNICIPO DE RIONEGRO,,RIONEGRO,ALCALDIA@RIONEGRO.GOV.CO,,,,,,,,,,,,,,3
4934,MUNICIPIO DEL CARMEN DE BOLIVAR,,EL CARMEN DE BOLÍVAR,DIRECTOR@TRANSITOELCARMENDEBOLIVAR.GOV.CO,,,,,,,,,,,,,,3
4937,ALCALDÍA DE CAUCASIA,ALCALDIA DE CAUCASIA,CAUCASIA,ALCALDIA@CAUCASIA-ANTIOQUIA.GOV.CO,,890906445,207,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,PALACIO MUNICIPAL AVENIDA PAJONAL CARRERA 10 CALLE 21,8391595,http://www.caucasia-antioquia.gov.co,ACTIVA,JHOAN ODERIS MONTES CORTES,,3
4946,ALCALDIA MUNICIPAL DE IQUIRA,ALCALDIA DE IQUIRA,ÍQUIRA,ALCALDIA@IQUIRA-HUILA.GOV.CO,,800103180,660,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 4 NO.6-29,3102400280,http://www.iquira-huila.gov.co,ACTIVA,RUBEN DARIO CASTRO ANDRADE,,3
4958,ALCALDÍA DEL ATLÁNTICO,,,,,,,,,,,,,,,,,3
4964,INTRA PITALITO,,PITALITO,CONTACTENOS@INTRAPITALITO-HUILA.GOV.CO,,,,,,,,,,,,,,3
4973,ALCALDIA DE RISARALDA,ALCALDIA DE RISARALDA CALDAS,,,,800095461,465,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CRA 2 CALLE 5 ESQUINA PALACIO MUNICIPAL,8557220,http://www.risaralda-caldas.gov.co,ACTIVA,ALEJANDRO  BETANCUR MORALES,,3
4979,E.S.E. CENTRO DE SALUD DE USIACURÍ JOSÉ MARÍA FERES FARAH,,USIACURÍ,HOSPITALUSIACURI@GMAIL.COM,,,,,,,,,,,,,,3
4987,MUNICIPIO DE VILLA RICA,CONCEJO DE VILLA RICA,VILLA RICA,MOVILIDAD@VILLARICA-CAUCA.GOV.CO,,817002675,1694,TERRITORIAL,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,CARRERA 1 NRO 1-187,8486212,NO DISPONIBLE,ACTIVA,,,3
4991,SENA REGIONAL SANTANDER,,,YACARDENAS@SENA.EDU.CO,,,,,,,,,,,,,,3
4993,CENTRO DE SALUD SANTA LUCIA,CENTRO DE SALUD SANTA LUCIA - ATLANTICO,SANTA LUCÍA,ESEFREDONIA@GMAIL.COM,,802006991,3028,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,CALLE 7 NO 4-12,3116662496,NO DISPONIBLE,ACTIVA,,,3
4994,SECRETARIA DE TRANSITO Y TRANSPORTE DEL DEPARTAMENTO DEL ATLANTICO,,,ATENCIONACIUDADANO@ATLANTICO.GOV.CO,,,,,,,,,,,,,,3
