entidad_id,nombre_normalizado,nombre_real,tipo,subtipo,categoria,nit,cod_institucion,email,direccion,telefono,ciudad,municipio_id,departamento_id,orden,sector,naturaleza_juridica,estado,representante,total_registros,num_variantes
4723,JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE MOCOA,,JUZGADO,ADMINISTRATIVO,JUDICIAL,,,J02ADMMOCOA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MOCOA,855,24,,,,,,4,3
4724,JUZGADO CUARENTA Y SEIS ( 46 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J46PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,4,3
4725,JUZGADO SEGUNDO 2 DE FAMILIA DE FUNZA,,JUZGADO,FAMILIA,JUDICIAL,,,J02FCTOFUNZA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,FUNZA,517,14,,,,,,4,3
4726,JUZGADO ÚNICO PROMISCUO MUNICIPAL TESALIA - HUILA,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01PRMPALTESA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,TESALIA,672,18,,,,,,4,1
4727,JUZGADO SEGUNDO PROMISCUO MUNICIPAL SAN AGUSTÍN HUILA,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J02PRMPALSAGUS@CENDOJ.RAMAJUDICIAL.GOV.CO,,,SAN AGUSTÍN,666,18,,,,,,4,3
4728,DIRECCIÓN EJECUTIVA SECCIONAL DE ADMINISTRACIÓN JUDICIAL MANIZALES - CALDAS,,DIRECCION_EJECUTIVA,,JUDICIAL,,,JUOSPINAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MANIZALES,336,8,,,,,,4,1
4729,JUZGADO SEGUNDO PROMISCUO DEL CIRCUITO DE MAJAGUAL SUCRE,JUZGADO 001 PROMISCUO DEL CIRCUITO DE MAJAGUAL,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,704293189001,J02PRCTOMAJAGUAL@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 18 CL 5 - PISO 2,5-,MAJAGUAL,993,29,ORDINARIA,JUDICIAL,,,GREGORIO MERCADO  SIERRA,4,2
4730,ALCALDÍA MUNICIPIO DE TIBASOSA - BOYACÁ,ALCALDIA DE TIBASOSA,ALCALDIA,,COACTIVA,891855361,1185,SECHACIENDA@TIBASOSA-BOYACA.GOV.CO,CARRERA 10 NO 3 - 25 PALACIO MUNICIPAL,7793009,TIBASOSA,311,7,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,EDUARDO  SALCEDO VELOSA,4,1
4731,DIAN MINISTERIO DE HACIENDA Y CREDITO,MINISTERIO DE HACIENDA Y CREDITO PUBLICO,DIAN,,COACTIVA,899999090,4,ATENCIONCLIENTE@MINHACIENDA.GOV.CO,CARRERA 8 N 6 C 38,3811700,,,,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,ACTIVA,GERMAN AVILA PLAZAS,3,3
4732,SECRETARIA DE HACIENDA Y FINANZAS DEPARTAMENTAL,,SECRETARIA,HACIENDA,COACTIVA,,,RENTASEJECUCIONESFISCALES@GOBCESAR.GOV.CO,,,,,,,,,,,3,1
4733,CINCUENTA ( 50 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DEL DISTRITO JUDICIAL,,RAMA_JUDICIAL,,JUDICIAL,,,CMPL68BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4734,CONSEJO SUPERIOR DE LA JUDICATURA UNIDAD DE REGISTRO NACIONAL DE ABOGADOS Y AUXILIARES DE LA JUSTICIA,CONSEJO SUPERIOR DE LA JUDICATURA   - UNIDAD DE REGISTRO NACIONAL DE ABOGADOS,RAMA_JUDICIAL,,JUDICIAL,,110111098600,SIERRAYVASQUEZABOGADOS@GMAIL.COM,"CARRERA 8 # 12B - 82 - EDIFICIO BOLSA DE BOGOTÁ, PISO 4",1 - 5658500 Ext 7519/17,BOGOTÁ,,,CONSEJO SUPERIOR DE LA JUDICATURA,ADMINISTRATIVA,,,,3,1
4735,NO ENONTRADO,,OTRO,,COACTIVA,,,J01PRMMORALESCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4736,PALACIO DE JUSTICIA TORRE A OFICINA 512,,OTRO,,COACTIVA,,,J08CMPER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4737,ALCA,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4738,AGUATERRITORIO DE VIDA,,OTRO,,COACTIVA,,,INFO@LASCEIBAS.GOV.CO,,,,,,,,,,,3,1
4739,FONPRECON,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4740,UNIVERSIDAD SURCOLOMBIANA VICERRECTORÍA ADMINISTRATIVA,,OTRO,,COACTIVA,,,RECUPERACION.CARTERA@USCO.EDU.CO,,,,,,,,,,,3,1
4741,CNSC,,OTRO,,COACTIVA,,,NOTIFICACIONESJUDICIALES@CNSC.GOV.CO,,,,,,,,,,,3,1
4742,FINANZAUTO,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4743,CASUR,,OTRO,,COACTIVA,,,RADICACION@CASUR.GOV.CO,,,,,,,,,,,3,1
4744,ADRES  ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,OTRO,,COACTIVA,901037916,8176,,AVENIDA CALLE 26 # 69 - 76 TORRE 1 PISO 17,4322760,,,,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESPECIAL,ACTIVA,FELIX LEÓN MARTÍNEZ MARTÍN,3,1
4745,SILVA & CIA ABOGADOS,,OTRO,,COACTIVA,,,SILVAABOGADOSBOGOTA@SILVAABOGADOS.COM,,,,,,,,,,,3,1
4746,CENTRO DE CONCILIACIÓN JUSTICIA ALTERNATIVA,,OTRO,,COACTIVA,,,CENTRO.JUSTICIALTERNATIVA@GMAIL.COM,,,,,,,,,,,3,1
4747,PROCESO GESTIÓN DOCUMENTAL COMUNICACIÓN OFICIAL,,OTRO,,COACTIVA,,,CONTACTENOS@INDEV-YOPAL.GOV.CO,,,,,,,,,,,3,1
4748,CENTRO DE CONCILIACION FUNDAFAS,,OTRO,,COACTIVA,,,FUNDAFAS@YAHOO.COM,,,,,,,,,,,3,1
4749,INPEC,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4750,LEGAL & BUSINESS CONSULTING,,OTRO,,COACTIVA,,,NOTIFICACIONES@LEGALBC.COM,,,,,,,,,,,3,1
4751,MINISTARIO DEL TRABAJAO,,OTRO,,COACTIVA,,,COBROCOACTIVO@MINTRABAJO.GOV.CO,,,,,,,,,,,3,1
4752,DECEVAL,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4753,EPA EMPRESAS PUCES DE REMEN LA EMPRESA DE TODOS,,OTRO,,COACTIVA,,,CARTERA@EPA.GOV.CO,,,,,,,,,,,3,1
4754,DEFENSA CIVIL COLOMBIANA,DEFENSA CIVIL COLOMBIANA,OTRO,,COACTIVA,899999717,273,NOTIFICACIONESJUDICIALES@DEFENSACIVIL.GOV.CO,CALLE 52 N 14  67,3199000,,,,NACIONAL,DEFENSA,ESTABLECIMIENTO PÚBLICO,ACTIVA,MIGUEL ERNESTO PEREZ GUARNIZO,3,1
4755,IBAL,,OTRO,,COACTIVA,,,VENTANILLA.UNICA@IBAL.GOV.CO,,,,,,,,,,,3,1
4756,PROCURADURIA GENERAL DE LA NACION,PROCURADURIA GENERAL DE LA NACION,OTRO,,COACTIVA,899999119,878,APSANCHEZ@PROCURADURIA.GOV.CO,CARRERA 5 N 15  80,5878750,,,,NACIONAL,NO APLICA,PROCURADURÍA GENERAL DE LA NACIÓN,ACTIVA,,3,1
4757,FINDETER BANCA DE DESARROLLO TERRITORIAL,,OTRO,,COACTIVA,,,NOTIFICACIONESJUDICIALES@FINDETER.GOV.CO,,,,,,,,,,,3,1
4758,OFICINA DE TESORERÍA SECCIÓN COBRO PERSUASIVO Y COACTIVO MULTAS POR INFRACCIÓN A LAS NORMAS DE TRÁNSITO Y TRANSPORTE SISTEMATIZACIÓN Y FACTURACIÓN DE TRANSITO,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4759,JOAN SEBASTIÁN MÁRQUEZ ROJAS,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4760,QUIROGA ABOGADOS,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,1
4761,DISTIRA EMPRESARIAL S.A.S.,,OTRO,,COACTIVA,,,DISTIRAEMPRESARIALSAS@GMAIL.COM,,,,,,,,,,,3,1
4762,GRUPO GER,,OTRO,,COACTIVA,,,NOTIFICACIONES@GRUPOGERSAS.COM.CO,,,,,,,,,,,3,1
4763,INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,INSTITUTO DE DEPORTE Y RECREACION - ABREGO,OTRO,,COACTIVA,807004478,8396,NOTIFICACIONES.JUDICIALES@IDRD.GOV.CO,CALLE 14 CON CARRERA 5,5642072,,,,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ACTIVA,,3,2
4764,UNIDAD DE GESTIÓN PENSIONAL Y PARAFISCALES,,OTRO,,COACTIVA,,,0,,,,,,,,,,,3,2
4765,MUNICIPO DE NEVA,,OTRO,,COACTIVA,,,,,,,,,,,,,,3,2
4766,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PÚBLICOS,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,OTRO,,COACTIVA,900126860,6218,NOTIFICACIONESJUDICIALES@UAESP.GOV.CO,CALLE 52 N °  13 - 64 PISO 6,3580400,,,,TERRITORIAL,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ACTIVA,,3,2
4767,DESARROLLO INSTITUTO PARA LA ECONOMIA SOCIAL IPES,,OTRO,,COACTIVA,,,SJURIDICAC@IPES.GOV.CO,,,,,,,,,,,3,2
4768,FONPRECON  FONDO DE PREVISIÓN SOCIAL DEL CONGRESO DE LA REPÚBLICA,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,OTRO,,COACTIVA,899999734,376,NOTIFICACIONCOBROCOACTIVO@FONPRECON.GOV.CO,CARRERA 10 N 24  55 PISOS 2 Y 3,3415566,,,,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESTABLECIMIENTO PÚBLICO,ACTIVA,"RAMIREZ RIVERA, FRANCISCO ALVARO",3,2
4769,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE,OTRO,,COACTIVA,,8181,,,,,,,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,ACTIVA,,3,2
4770,INSTITUTO DISTRITAL DE GESTIÓN DEL RIESGO Y CAMBIO CLIMÁTICO – - IDIGER,INSTITUTO DISTRITAL DE GESTION DE RIESGOS Y CAMBIO CLIMATICO,OTRO,,COACTIVA,800154275,4300,NOTIFICACIONESJUDICIALES@IDIGER.GOV.CO,DIAGONAL 47 N º  77 B - 09 INT 7,4297414,,,,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ACTIVA,,3,2
4771,INTRACIENAGA,,OTRO,,COACTIVA,,,JURIDICA@INTRACIENAGA-MAGDALENA.GOV.CO,,,,,,,,,,,3,2
4772,FONDO NACIONAL DEL AHORRO,FONDO NACIONAL DE AHORRO,OTRO,,COACTIVA,899999284,281,CONTACTENOS@FNA.GOV.CO,CARRERA 65 N 11  83,3077070,,,,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,SOCIEDAD DE ECONOMÍA MIXTA,ACTIVA,LAURA MILENA ROA ZEIDAN,3,2
4773,RENGIFO ABOGADOS,,OTRO,,COACTIVA,,,J30CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,2
4774,ECRETARÍA DE MOVILIDAD,,OTRO,,COACTIVA,,,NOTIFMANIZALESTRANSITOCOBCOACTIVO@INFOTIC.GOV.CO,,,,,,,,,,,3,3
4775,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA -UPME,UNIDAD DE PLANEACION MINERO ENERGETICA,OTRO,,COACTIVA,830000282,880,NOTIFICACIONES.ADMINISTRATIVAS@UPME.GOV.CO,CALLE 26 N °  69 D  91  PISO 9,2220601,,,,NACIONAL,MINAS Y ENERGIA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ACTIVA,CARLOS ADRIAN CORREA FLOREZ,3,3
4776,HOSPITAL  FEDERICO LLERAS ACOSTA,HOSPITAL FEDERICO LLERAS ACOSTA IBAGUE,OTRO,,COACTIVA,890706833,3389,NOTIFICACIÓN.JURIDICA@HFILLERAS.GOV.CO,"CALLE 33 # 4A-50
SEDE UNIDAD DE SALUD LA FRANCIA",2739806,,,,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,ACTIVA,,3,3
4777,ALCALDIA DE ST,,ALCALDIA,,COACTIVA,,,,,,,,,,,,,,3,2
4778,ALCALDÍA DE BARRA,,ALCALDIA,,COACTIVA,,,ATENCIONALCIUDADANO@BARRANQUILLA.GOV.CO,,,,,,,,,,,3,3
4779,ALCALDIA DE IBA,,ALCALDIA,,COACTIVA,,,TESORERIA@IBAGUE.GOV.CO,,,,,,,,,,,3,3
4780,JUZGADO PROMISCUO MUNICIPAL DE MAG Ü,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01PRMMLABAJA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,ABEJORRAL,,,,,,,,3,2
4781,JUZGADO PROMISCUO MUNICIPAL DESANTA SOFIA,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01PRMPALSSOFIA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,SANTA SOFÍA,,,,,,,,3,2
4782,JUZGADO PROMISCUO MUNICIPAL DE SANTA,JUZGADO 001 PROMISCUO MUNICIPAL DE SANTA BÁRBARA,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,056794089001,J01PRMPALSSOFIA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 51#48-48 - EDIFICIO AURES OFICINA 302,4-8463245,SANTA BÁRBARA,,,ORDINARIA,JUDICIAL,,,WILFREDO VEGA CUSVA,3,2
4783,JUZGADO PROMISCUO MUNICIPAL DE LEBRI0,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01PRMPALLEBRIJA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,ABEJORRAL,,,,,,,,3,3
4784,JUZGADO QUINTO DEL CIRCUITO,,JUZGADO,,JUDICIAL,,,,,,,,,,,,,,3,2
4785,JUZGADO PRIMERO MUNICIPALDE PEQUEÑAS CAUSAS LABORALES,,JUZGADO,LABORAL,JUDICIAL,,,J01LPCBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4786,JUZGADO CUARTO CIVIL MUNICIPAL DE VILLAVEICENCIO,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMP104VCIO@CENDOJ.RAMJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,1
4787,JUZGADO SEGUNDO CIVIL MUNICIPAL DE ORALIDAD DE BUTGA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMBUGA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,3
4788,JUZGADO SEGUNDO CIVIL MUNICIPAL DE FLOENCIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,JCIVMFL2@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,3
4789,JUZGADO PRIMERO CIVIL MUNICIPAL MIXTO,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMPALSOLEDAD@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4790,JUZGADO PRIMERO CIVIL MUNICIPAL SANTARO ROSA DE CABAL,JUZGADO 001 CIVIL MUNICIPAL DE SANTA ROSA DE CABAL,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,666824003001,J01CMUNICIPALSROSA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 14#12-15 - PISO 6,6-,SANTA ROSA DE CABAL,,,ORDINARIA,JUDICIAL,,,LIANE MILENA RODAS  PARRA,3,3
4791,JUZGADO VEINTIUNO CIVIL MUNICIPAL DE PEQUEÑAS CAUSAS Y,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J21PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,2
4792,JUZGADO SEGUNDO,,JUZGADO,,JUDICIAL,,,J02LCTOBMEJA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,2
4793,JUZGADO NOVENO CIVIL MUNICIPAL PALACIO DE JUSTICIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CSERJUDCFARM@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4794,JUZGADO SEXTO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MEDELLÍN,JUZGADO,LABORAL,JUDICIAL,,050014105001,J06LPCBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 52#43-52 - EDIFICIO ÁLVAREZ ESTRADA PISO 3,4-2611610,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,ANDRES FELIPE  MEJIA  RUIZ,3,2
4795,JUZGADO PRIMERO CIVIL DEL CIRCUITO ESPECIALIZADO,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,,,,,,,,,,,,3,1
4796,JUZGADO SEGUNDO PROMISCUO MUNICIPAL CON FUNCIONES DE GARANTIA Y CONOCIMIENTO,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J02PRMPALMELGAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,3
4797,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DEBARRANQUILLA LOCALIDAD SURORIENTE,,JUZGADO,,JUDICIAL,,,J01PQCCMBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4798,JUZGADO PRIMERO,,JUZGADO,,JUDICIAL,,,PRFOCA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,2
4799,SECRETARIA DE GOBIERNO Y MOVILIDAD,,SECRETARIA,TRANSITO,COACTIVA,,,SUBTRANSITO@SANTAROSADECABAL-RISARALDA.GOV.CO,,,,,,,,,,,3,1
4800,SECRETARIA DE MOVILIDAD VILLLAVICENCIO,SECRETARIA DISTRITAL DE MOVILIDAD,SECRETARIA,TRANSITO,COACTIVA,899999061,6124,MOVILIDAD@VILLAVICENCIO.GOV.CO,AV CALLE 13 NO. 37-35,3649400,,,,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ACTIVA,,3,3
4801,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE TURBAC,,SECRETARIA,TRANSITO,COACTIVA,,,COACTIVOTURBACO@TRANSITOTURBACO.GOV.CO,,,,,,,,,,,3,3
4802,JUZGADO DÉCIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,,JUDICIAL,,050014189001,J10PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,3,3
4803,OFICINA DE APOYO PARA LOS JUZGADOS CIVILES,,JUZGADO,CIVIL,JUDICIAL,,,RADICACIONJ12EJECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,2
4804,JUZGADO Y CUENTA CON PLENA VALIDEZ JURÍDICA,,JUZGADO,,JUDICIAL,,,CSERCFVPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4805,JUZGADO SÉPTIMO DE PEQUEÑAS CAUSAS,,JUZGADO,,JUDICIAL,,,J07PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,3
4806,JUZGADO ONCE CIVIL MUNICIPAL HOY TRANSITORIO JUZGADO  CUARTO DE PEQUEÑAS CAUSAS,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J11CMPALIBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,3
4807,JUZGADO 10  CIVIL MUNICIPA HOY 8  TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J10CMPALIBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,POPAYÁN,,,,,,,,3,3
4808,JUZGADO DIECIOCHO CIVIL MUNICIPAL SEDE JUDICIAL EL FRENTE,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J18CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,2
4809,JUZGADO PRIMERO PROMISCUO MUNICIPAL AGUSTÍN,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01PRMPALCODAZZI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,AGUSTÍN CODAZZI,,,,,,,,3,1
4810,JUZGADO PRIMERO CIVIL MUNICIPAL ANTES JUZGADO PRIMERO PROMISCUO MUNICIPAL,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01CMPALJAMUNDI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,2
4811,JUZGADO TERCERO DE EJECUCIÓN CIVIL MUNICIPAL DE BUCARAMAGA,,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,,OFEJCMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MANIZALES,,,,,,,,3,1
4812,JUZGADO TERCERO DE EJECUCIÓN CIVIL MUNICIPAL DE EJECUCIÓN,JUZGADO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE MANIZALES,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,170014303000,OFEJCMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,NA,NA,MANIZALES,,,ORDINARIA,ADMINISTRATIVA,,,,3,2
4813,JUZGADO TRECE CIVIL DEL CIRCUITO PALACIO DE JUSTICIA,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,J13CCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,1
4814,JUZGADO VEINTICUATRO CIVIL MUNICIPAL BUCARANGA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J24CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,3
4815,JUZGADO SEGUNDO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE CASA DE JUSTICIA EL BOSQUE,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J02CMPCCMED@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,1
4816,JUZGADO CATORCE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BARANQUILLA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,J14PRPCBQUILLA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,3,2
4817,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE SEDE DESCONCENTRADA,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J06PCCMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,2
4818,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE  VLLEDUPAR,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,CESERCFVPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,3,3
4819,JUZGADO TRECE CIVIL MUNICIPAL DE BUC,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J13CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,1
4820,JUZGADO DECIMO CIVIL DEL CIRCUITO DE ORALIDAD PALACIO DE JUSTICIA,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,J10CCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4821,JUZGADO CINCUENTA Y SIETE 57 CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL57BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,3,2
4822,JUZGADO SETENTA Y CINCO CIVIL MUNICIPAL TRANSFORMADO EN EL JUZGADO CINCUENTA Y SIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,CMPL75BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4823,JUZGADO SETENTA Y CINCO CIVIL MUNICIPAL JUZGADO SETENTA Y CINCO CIVIL MUNICIPAL TRANSFORMADO TRANSITORIAMENTE EN EL JUZGADO CINCUENTA Y SIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,CMPL75BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,3,1
4824,JUZGADO 45 CIVIL MUNICIPAL DE BOGOTÁC,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL45BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,1
4825,JUZGADO 46 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE -ACUERDO 11 - 127,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,CMPL64BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,3,2
